=== SAMPLE 6 (down2) START ===
F0:[95,106,128,120,37,209,193,174,42]
F1:[154,105,126,40,24,229,206,173,187]
F2:[91,91,128,12,75,229,189,175,65]
F3:[94,124,126,118,50,204,191,172,131]
F4:[150,104,128,166,62,214,193,175,184]
F5:[134,82,128,166,50,219,189,176,112]
F6:[122,55,128,20,37,224,193,173,116]
F7:[124,70,126,38,37,229,197,174,130]
F8:[134,85,128,216,62,224,199,177,138]
F9:[125,64,126,4,88,234,195,177,119]
F10:[104,85,126,190,62,219,189,173,107]
F11:[152,107,128,108,62,209,176,177,176]
F12:[99,116,128,170,62,214,195,174,75]
F13:[88,95,126,14,75,234,201,174,117]
F14:[151,96,128,4,88,209,191,173,191]
F15:[129,77,128,18,11,229,191,176,106]
F16:[121,64,126,44,37,219,199,175,120]
F17:[121,67,126,50,37,214,201,172,128]
F18:[140,81,126,84,62,219,193,172,147]
F19:[111,56,128,12,75,219,195,178,99]
F20:[158,66,126,4,101,219,191,175,175]
F21:[182,83,128,184,75,219,195,176,152]
F22:[181,30,126,38,62,214,197,173,127]
F23:[179,30,128,48,11,198,197,175,126]
F24:[181,66,128,130,37,234,180,177,130]
F25:[186,41,126,54,37,219,195,175,133]
F26:[192,23,126,18,75,229,201,175,134]
F27:[189,25,126,72,62,219,197,175,125]
F28:[185,47,126,216,50,204,195,175,124]
F29:[180,12,126,30,62,209,206,177,123]
F30:[183,41,126,6,75,219,178,171,131]
F31:[182,60,126,106,50,224,195,172,127]
F32:[182,32,126,4,88,214,204,179,128]
F33:[179,33,126,16,62,239,182,172,125]
F34:[180,84,128,18,24,229,204,180,129]
F35:[184,55,128,6,75,214,184,175,132]
F36:[192,12,126,14,37,229,191,173,136]
F37:[189,39,126,88,62,224,182,179,125]
F38:[184,49,128,80,50,219,197,176,123]
F39:[181,25,128,40,62,224,193,179,125]
=== SAMPLE 6 STOP ===
