=== SAMPLE 8 (flower) START ===
F0:[112,117,128,58,62,214,201,178,51]
F1:[109,123,126,18,24,239,199,174,125]
F2:[113,127,126,64,11,219,199,172,132]
F3:[107,118,128,22,50,229,206,177,122]
F4:[110,121,126,16,75,229,191,175,131]
F5:[175,147,128,68,50,204,199,175,193]
F6:[183,148,128,58,50,198,197,176,136]
F7:[185,148,126,14,24,239,195,174,130]
F8:[186,156,128,166,37,229,195,176,129]
F9:[186,140,126,24,62,214,206,177,128]
F10:[130,126,128,44,24,204,201,175,72]
F11:[109,121,126,52,62,219,195,172,107]
F12:[112,119,126,58,62,214,195,173,131]
F13:[108,126,126,84,37,204,193,172,124]
F14:[109,110,128,104,24,214,197,176,129]
F15:[157,142,126,110,62,219,187,172,176]
F16:[184,146,126,16,37,229,184,174,155]
F17:[184,156,128,64,62,204,195,172,128]
F18:[186,140,128,90,75,214,187,175,130]
F19:[187,158,126,28,75,234,204,173,129]
F20:[191,83,126,80,62,219,191,176,132]
F21:[194,65,126,20,50,234,193,173,131]
F22:[194,46,128,96,62,214,195,175,128]
F23:[185,52,126,20,62,219,201,172,119]
F24:[186,60,126,18,24,224,193,173,129]
F25:[187,82,126,64,50,219,187,171,129]
F26:[192,89,128,34,75,214,201,176,133]
F27:[192,110,128,44,62,198,204,177,128]
F28:[186,92,126,50,75,204,199,175,122]
F29:[185,98,128,10,62,229,189,174,127]
F30:[186,76,126,74,88,229,199,174,129]
F31:[196,56,126,12,62,229,199,175,138]
F32:[193,43,126,14,75,239,197,173,125]
F33:[188,66,126,76,62,219,201,175,123]
F34:[184,33,124,14,88,224,201,171,124]
F35:[187,76,126,88,62,224,189,172,131]
F36:[192,103,126,18,37,234,206,173,133]
F37:[192,94,126,130,62,209,191,173,128]
F38:[187,98,126,18,24,224,204,173,123]
F39:[185,105,128,80,50,209,191,176,126]
=== SAMPLE 8 STOP ===
