=== SAMPLE 2 (Fear) START ===
F0:[80,164,128,170,50,219,189,173,20]
F1:[77,170,128,34,37,224,201,175,125]
F2:[82,165,128,184,50,214,187,172,133]
F3:[74,155,128,104,37,209,184,175,120]
F4:[78,168,128,96,62,229,193,179,132]
F5:[164,103,128,140,75,209,189,175,214]
F6:[178,89,128,208,50,214,193,174,142]
F7:[180,90,128,86,75,204,199,173,130]
F8:[180,92,128,46,62,224,199,175,128]
F9:[185,89,128,44,24,229,204,175,133]
F10:[99,148,126,14,62,234,191,174,42]
F11:[79,170,128,146,50,229,195,175,108]
F12:[73,159,126,24,37,219,218,174,122]
F13:[83,175,126,20,62,219,195,175,138]
F14:[73,157,126,36,50,214,197,171,118]
F15:[140,123,126,168,37,224,199,174,195]
F16:[179,93,124,54,50,219,195,173,167]
F17:[177,87,128,4,88,219,191,178,126]
F18:[185,94,126,100,62,224,197,172,136]
F19:[180,89,126,6,88,219,197,174,123]
F20:[189,92,126,52,50,229,199,175,137]
F21:[194,88,128,140,62,234,191,177,133]
F22:[192,105,126,14,75,244,193,174,126]
F23:[186,82,126,42,75,224,201,177,122]
F24:[185,107,126,56,62,219,195,175,127]
F25:[190,84,126,86,75,224,195,174,133]
F26:[195,71,126,38,62,224,201,176,133]
F27:[196,38,126,28,24,229,191,171,129]
F28:[189,69,126,10,75,219,204,171,121]
F29:[187,43,128,26,88,183,197,174,126]
F30:[190,56,128,22,75,209,191,176,131]
F31:[194,106,126,14,62,234,191,177,132]
F32:[194,80,128,122,62,204,184,177,128]
F33:[186,102,126,68,75,229,197,175,120]
F34:[185,85,126,40,24,219,197,171,127]
F35:[186,121,128,84,24,204,193,176,129]
F36:[196,41,126,144,50,224,204,174,138]
F37:[195,65,128,6,62,214,204,179,127]
F38:[191,46,126,74,62,204,201,176,124]
F39:[188,60,128,100,50,219,191,175,125]
=== SAMPLE 2 STOP ===
