=== SAMPLE 2 (seven) START ===
F0:[187,102,126,70,62,214,197,173,139]
F1:[186,117,126,92,62,224,195,175,127]
F2:[185,123,126,24,62,224,204,176,127]
F3:[185,112,126,40,88,209,197,175,128]
F4:[186,120,126,196,50,224,201,175,129]
F5:[77,128,126,38,62,193,197,172,19]
F6:[63,147,126,36,50,214,197,178,114]
F7:[62,129,126,14,50,234,193,174,127]
F8:[66,158,126,4,88,224,206,175,132]
F9:[61,130,128,28,75,219,197,171,123]
F10:[160,124,126,34,50,239,199,178,227]
F11:[187,115,128,56,62,219,191,175,155]
F12:[184,106,128,98,37,209,195,179,125]
F13:[186,116,126,90,24,234,197,175,130]
F14:[186,105,126,4,101,219,201,174,128]
F15:[106,137,124,40,75,219,199,170,48]
F16:[60,130,126,120,37,224,178,169,82]
F17:[66,147,128,62,62,204,197,176,134]
F18:[60,140,126,10,62,214,195,174,122]
F19:[65,143,128,46,88,198,189,173,133]
F20:[120,133,126,74,75,209,199,173,183]
F21:[175,92,128,24,62,214,184,173,183]
F22:[174,88,128,124,50,183,195,179,127]
F23:[170,98,128,4,75,198,187,171,124]
F24:[173,85,126,230,37,214,195,171,131]
F25:[178,69,126,34,75,219,199,179,133]
F26:[189,60,126,54,88,209,197,178,139]
F27:[188,38,126,46,24,229,206,176,127]
F28:[184,66,126,52,50,224,201,171,124]
F29:[180,35,126,50,75,229,193,172,124]
F30:[179,79,128,16,62,219,191,172,127]
F31:[176,80,128,86,11,209,197,175,125]
F32:[172,102,126,4,88,209,195,171,124]
F33:[172,88,126,86,50,204,204,172,128]
F34:[169,97,126,8,88,224,197,175,125]
F35:[176,83,128,18,37,214,189,175,135]
F36:[189,35,126,12,50,239,195,174,141]
F37:[189,64,128,16,37,224,197,177,128]
F38:[185,35,128,14,75,229,191,176,124]
F39:[182,62,128,70,62,214,204,176,125]
=== SAMPLE 2 STOP ===
