=== SAMPLE 1 (House2) START ===
F0:[130,57,128,68,37,209,193,171,75]
F1:[117,68,128,92,62,198,189,172,115]
F2:[146,76,126,12,24,224,193,168,157]
F3:[131,46,126,26,75,204,201,173,113]
F4:[118,70,124,16,62,229,206,174,115]
F5:[147,94,126,20,50,219,197,176,157]
F6:[156,108,128,244,50,209,187,175,137]
F7:[179,90,126,34,75,204,195,173,151]
F8:[168,102,126,34,75,214,197,173,117]
F9:[146,104,126,64,75,214,193,172,106]
F10:[141,66,126,96,62,224,197,176,123]
F11:[134,57,126,158,62,214,193,171,121]
F12:[152,85,126,96,62,209,187,175,146]
F13:[120,63,126,126,37,234,193,173,96]
F14:[132,55,128,156,37,204,189,173,140]
F15:[152,87,126,28,75,214,184,173,148]
F16:[150,104,128,20,88,224,195,171,126]
F17:[180,102,128,112,62,214,201,177,158]
F18:[173,106,128,250,11,234,191,169,121]
F19:[145,103,126,86,24,214,189,171,100]
F20:[188,79,128,96,62,214,197,178,171]
F21:[194,28,128,140,62,219,193,175,134]
F22:[189,49,128,78,62,234,195,174,123]
F23:[183,26,126,112,50,209,201,176,122]
F24:[185,26,126,8,75,219,204,174,130]
F25:[186,58,126,88,50,229,195,176,129]
F26:[190,92,126,24,62,224,178,175,132]
F27:[194,60,128,78,75,224,197,178,132]
F28:[189,55,126,20,37,224,182,170,123]
F29:[188,76,128,72,255,209,182,172,127]
F30:[189,44,128,76,37,204,193,172,129]
F31:[194,33,126,70,62,214,189,174,133]
F32:[190,30,128,170,62,214,195,173,124]
F33:[188,30,128,58,37,204,191,175,126]
F34:[185,37,126,42,62,209,204,180,125]
F35:[184,34,126,38,11,214,208,171,127]
F36:[188,66,128,22,50,209,197,179,132]
F37:[195,35,126,46,50,229,201,174,135]
F38:[191,65,130,44,37,204,195,172,124]
F39:[189,70,128,8,75,229,191,178,126]
=== SAMPLE 1 STOP ===
