=== SAMPLE 1 (On2) START ===
F0:[75,75,124,24,62,239,212,171,19]
F1:[117,84,128,44,11,214,199,171,170]
F2:[102,68,128,94,50,193,199,179,113]
F3:[77,60,128,86,50,204,195,171,103]
F4:[104,68,128,110,50,204,195,176,155]
F5:[142,99,126,52,50,214,187,175,166]
F6:[131,23,128,22,50,214,189,172,117]
F7:[131,24,128,126,50,234,197,169,128]
F8:[146,125,126,30,75,214,201,173,143]
F9:[135,41,128,60,50,229,195,175,117]
F10:[90,55,128,32,50,209,193,175,83]
F11:[103,72,128,124,24,214,197,176,141]
F12:[116,81,126,26,50,219,201,179,141]
F13:[78,85,128,86,11,229,199,177,90]
F14:[111,69,126,22,50,229,197,175,161]
F15:[132,96,128,50,62,209,187,171,149]
F16:[130,21,126,6,88,224,197,173,126]
F17:[130,29,126,22,75,224,212,174,128]
F18:[142,101,128,66,75,214,199,175,140]
F19:[134,53,126,4,50,229,195,174,120]
F20:[168,14,128,22,50,229,197,180,162]
F21:[194,69,126,38,62,229,208,173,154]
F22:[188,98,126,20,242,234,208,173,122]
F23:[185,15,126,52,50,219,193,175,125]
F24:[187,48,126,114,88,214,191,177,130]
F25:[190,89,128,186,62,219,193,177,131]
F26:[193,7,126,32,50,219,187,174,131]
F27:[192,12,128,48,62,188,197,173,127]
F28:[189,64,128,44,75,204,193,176,125]
F29:[184,29,126,154,62,219,201,171,123]
F30:[186,5,130,26,62,219,184,175,130]
F31:[195,58,128,58,37,234,195,175,137]
F32:[187,115,126,54,24,219,201,174,120]
F33:[187,20,128,70,50,229,195,174,128]
F34:[186,61,126,12,62,239,195,175,127]
F35:[189,93,126,70,75,224,195,177,131]
F36:[192,21,126,4,75,209,201,178,131]
F37:[192,15,126,120,50,214,197,175,128]
F38:[191,55,128,134,50,209,184,175,127]
F39:[186,46,128,88,50,219,187,176,123]
=== SAMPLE 1 STOP ===
