=== SAMPLE 3 (Start) START ===
F0:[102,132,128,92,50,204,197,177,40]
F1:[100,114,128,4,88,209,189,177,126]
F2:[102,135,126,12,37,234,210,176,130]
F3:[97,120,126,44,50,214,197,175,123]
F4:[99,128,130,12,24,234,184,176,130]
F5:[179,82,128,88,37,224,197,174,208]
F6:[194,82,126,56,75,234,191,176,143]
F7:[191,84,128,32,50,219,199,172,125]
F8:[185,75,128,190,50,214,201,172,122]
F9:[185,90,126,14,24,229,191,175,128]
F10:[123,111,126,66,50,198,187,171,66]
F11:[102,130,126,36,24,229,195,173,107]
F12:[97,117,130,112,50,214,187,179,123]
F13:[105,122,126,12,62,229,197,177,136]
F14:[94,118,126,166,75,219,195,173,117]
F15:[162,87,128,32,37,224,199,177,196]
F16:[193,87,128,82,37,198,193,177,159]
F17:[193,78,128,108,50,214,189,172,128]
F18:[185,90,126,82,37,219,197,178,120]
F19:[185,78,126,50,50,219,197,171,128]
F20:[191,116,128,208,37,198,199,175,134]
F21:[194,134,128,20,24,229,206,173,131]
F22:[192,119,126,156,37,229,189,171,126]
F23:[190,144,128,136,75,229,189,174,126]
F24:[188,119,126,24,37,229,193,174,126]
F25:[189,139,126,20,62,229,197,173,129]
F26:[194,96,126,62,75,214,193,173,133]
F27:[192,125,128,16,255,234,195,179,126]
F28:[189,99,128,88,37,224,199,177,125]
F29:[187,114,126,26,24,214,201,171,126]
F30:[190,124,128,14,75,234,193,180,131]
F31:[196,116,128,6,88,224,191,174,134]
F32:[191,149,126,76,75,214,182,176,123]
F33:[191,117,128,126,37,209,193,175,128]
F34:[190,148,128,158,37,224,187,172,127]
F35:[189,110,126,42,37,234,204,171,127]
F36:[192,119,128,74,37,193,199,175,131]
F37:[193,107,126,150,88,219,199,173,129]
F38:[190,106,126,44,50,219,201,178,125]
F39:[187,120,126,66,75,224,197,173,125]
=== SAMPLE 3 STOP ===
